,neno,tag,uwingi,word
10222,gutusha,verb,,startle
10223,gutusha,verb causative,,astound
10224,gutusha,verb causative,,horrify
10225,gutusha,verb causative,,receive an electric shock
10226,gutusha,verb causative,,shock
10227,guya,verb,,grasp
10228,guya,verb,,hold fast
10229,guya,verb,,seize
10230,gwa,verb,,fall
10231,gwafua,verb,,bare the teeth
10232,gwafua,verb,,snarl
10233,gwama,verb,,press
10234,gwama,verb,,squeeze
10235,gwanda,noun 5/6,magwanda,man'kneelength)
10236,gwaraza,verb,,grind
10237,gwaraza,verb,,rub
10238,gwaride,noun 5/6,magwaride,band
10239,gwaride,noun 5/6,magwaride,xercises
10240,gwaride,noun 5/6an,magwaride,guard
10241,cheza,piga,,
10242,gwaride,noun 5/6,magwaride,parade
10243,gwaride,noun 5/6,magwaride,review
10244,gwaru,noun 5/6,,bean (Cyamopsis psoralloides)
10245,gwasi,noun,magwasi,warthog
10246,gwaya,verb,,cold)
10247,gwaya,verb,,tremble
10248,haba,adjective,,insignificant
10249,haba,adjective,,little bit
10250,haba,adjective,,scarce
10251,haba,adjective,,in short supply
10252,haba,adjective,,slight
10253,haba,adjective,,few
10254,haba,adjective,,little (quantity)
10255,haba,noun,,
10256,haba,noun,,
10257,haba,noun,,friendship
10258,haba,noun,,
10259,haba,noun 9/10,haba,mount
10260,hababi,noun 5/6,mahababi,ank)
10261,hababuu,noun 5/6,mahababuu,sweetheart
10262,habali,adjective,,irresponsible
10263,habali,adjective,,irritable
10264,habali,adjective,,hottempered
10265,habari,noun,,information
10266,habari,noun,,message
10267,habari,noun 9/10,habari,news
10268,habari,noun,,report
10269,habedari,interjection,,Take care!
10270,habedari,interjection,,Look out!
10271,habedari,interjection,,Watch out!
10272,Habeshi,noun 5/6an,Mahabeshi,Abyssinian
10273,Habeshi,noun 5/6an,Mahabeshi,Ethiopian
10274,Habeshi,noun 1/2,,
10275,Habeshi,noun 1/2,,
10276,habibu,adjective,,beloved
10277,habibu,adjective,,dear
10278,habithi,noun,,cruelty
10279,habithi,noun,,dishonesty
10280,habithi,noun,,malice
10281,habithi,noun,,wickedness
10282,habu,verb,,be content
10283,habu,verb,,be happy
10284,habu,noun,,like
10285,habu,noun,,love
10286,habusu,noun 5/6,mahabusu,prisoner
10287,hadaa,verb,,deceive
10288,hadaa,verb,,trick
10289,hadaa,noun 9/10,hadaa,cheating
10290,hadaa,noun,,fraud
10291,hadaiwa,verb,,be cheated
10292,hadaya,noun,,valuable gift
10293,haddi,conjunction,,as far as
10294,haddi,conjunction,,so far as to
10295,haddi,conjunction,,in order that
10296,haddi,conjunction,,so then
10297,haddi,conjunction,,until
10298,haddi,conjunction,,so as to
10299,haddi,conjunction,,so that
10300,haddi,noun,,boundary
10301,haddi,noun,,children's jumping game
10302,haddi,noun,,limit
10303,haddi,noun,,rule
10304,hadhara,adverb,,in the presence of
10305,hadhara,adverb,hadhara,ublic
10306,hadharani,adjective,,brown
10307,hadharani,adjective,,dark (complexion)
10308,hadharani,adverb,,publicly
10309,hadhari,verb,,avoid
10310,hadhari,verb,,be cautious
10311,hadhari,verb reflexive,,evade
10312,hadhari,noun 9/10,hadhari,caution
10313,hadhari,noun,,discernment
10314,hadhari,noun 9/10,hadhari,guard
10315,hadhari,noun,,tenseness
10316,hadhari,noun,,tension
10317,hadharisha,verb causative,,put on one's guard
10318,hadhi,noun 9/10,hadhi,honor
10319,hadhi,noun 9/10,hadhi,rank
10320,hadhi,noun 9/10,hadhi,respect
10321,hadhi,noun 9/10,hadhi,status
10322,hadhi,noun,,title
10323,hadhira,noun 9/10,hadhira,audience
10324,hadhira,noun 9/10,hadhira,public
10325,hadhiri,verb,,announce
10326,hadhiri,verb,,make known
10327,hadhiri,verb,,publish
10328,hadhirisha,verb,,caution
10329,hadhirisha,verb,,warn
10330,hadi,adverb,,beyond measure
10331,hadi,conjunction,,until
10332,hadi,conjunction,,up to
10333,hadima,noun 5/6,mahadima,service
10334,hadimika,verb,,be rare
10335,hadimika,adjective,,unobtainable
10336,hadimu,noun 5/6,mahadimu,servant
10337,hadimu,noun 5/6,mahadimu,lave
10338,hadithi,phrase,,tell a story
10339,hadithi,verb,,describe
10340,hadithi,verb,,explain
10341,hadithi,verb,,relate
10342,hadithi,verb,,tell
10343,hadithi,verb,,tell a story
10344,hadithi,noun,,legend
10345,hadithi,noun,,myth
10346,hadithi,noun,,narrative
10347,hadithi,noun,,report
10348,hadithi,noun 9/10,hadithi,story
10349,hadithia,verb,,narrate
10350,hadithiwa,verb passive,,be told
10351,hafifisha,verb,,behave in a careless way
10352,hafifisha,verb,,debilitate
10353,hafifisha,verb,,decrease
10354,hafifisha,verb,,diminish
10355,hafifisha,verb,,disparage
10356,hafifisha,verb,,exhaust
10357,hafifisha,verb,,behave in a frivolous way
10358,hafifisha,verb,,lessen (in volume)
10359,hafifisha,verb,,minimize
10360,hafifisha,verb,,reduce
10361,hafifisha,verb,,weaken
10362,hafifu,adjective,,feeble
10363,hafifu,adjective,,insignificant
10364,hafifu,adjective,,poor (in quality)
10365,hafifu,adjective,,trivial
10366,hafifu,adjective,,worthless
10367,hafifu,adjective,,weak
10368,hafisi,noun,,bureau
10369,hafisi,noun,,department
10370,hafisi,noun,,office
10371,hafla,noun 5/6,mahafla,ceremony
10372,hafla,noun 5/6,mahafla,feast
10373,hafla,noun 5/6,mahafla,party
10374,hafu,noun,,half (sport halftime)
10375,hafukasti,noun,,halfcaste
10376,hafutaimu,noun,,sport halftime
10377,hai,adjective,,alive
10378,hai,adjective,,animate
10379,hai,adjective,,existant
10380,hai,adjective,,living
10381,haiba,noun 9/10,haiba,appearance
10382,haiba,noun 9/10,haiba,ppearance)
10383,haiba,noun 5/6,mahaiba,character
10384,haiba,noun 5/6,mahaiba,charm
10385,haiba,noun 5/6,mahaiba,haracter)
10386,haiba,noun 9/10,haiba,personality
10387,haiba,noun 5/6,mahaiba,eputation
10388,haidhuru,adverb,,all right
10389,haidhuru,adverb,,it does not matter
10390,haidhuru,adverb,,OK
10391,haidhuru,conjunction,,no harm
10392,haidhuru,verb conjugated,,never mind
10393,haifisha,verb,,incite (to rebellion)
10394,haijambo,adjective,,good thing
10395,haijambo,adverb,,luckily
10396,haini,verb,,betray
10397,haini,verb,,deceive
10398,haini,noun 1/2,wahaini,deserter
10399,haini,noun 1/2,wahaini,informer
10400,haini,noun 5/6,mahaini,renegade
10401,haini,noun 5/6,mahaini,traitor
10402,haja,verb,,demand
10403,haja,verb,,petition
10404,haja,verb,,request
10405,haja,verb,,need
10406,haja,verb,,need to relieve oneself
10407,haja,noun,,desire
10408,haja,noun,,necessity
10409,haja,noun 9/10,haja,need
10410,haja,noun 9/10,haja,reason
10411,haja,noun 9/10,haja,requirement
10412,haja,noun 9/10,haja,urge
10413,haja,noun 9/10,haja,want
10414,haja,noun,,need to relieve oneself
10415,haja,go to the toilet,,
10416,hajambo,phrase,,he is well (used as a reply in greetings)
10417,haji,noun 5/6,mahaji,pilgrim
10418,Haji,noun 9/10,Haji,ecca
10419,hajiri,verb,,emigrate
10420,hajiri,verb,,move
10421,hajiri,verb,,change one's residence
10422,hajirika,verb,,be an emigrant
10423,hajirika,verb,,live far away
10424,hajirisha,verb,,deport
10425,hajirisha,verb,,expel
10426,hajivale,noun,,hawk species (Gymnogenis or polyboroideo typicus)
10427,haka,noun,,entrance fee
10428,haka,noun,,fine (for violating the rules of a club etc
10429,haka,noun,,payment
10430,haka,noun,,price
10431,hakama,noun 5/6,mahakama,law)court
10432,haki,verb,,fight for justice
10433,haki,noun,,claim
10434,haki,noun,,claim (legal)
10435,haki,noun 9/10,haki,fairness
10436,haki,noun,,just
10437,haki,noun 9/10,haki,justice
10438,haki,noun,,justice
10439,shika,fanya,,
10440,haki,noun,,law
10441,haki,noun,,legality
10442,haki,noun,,privilege
10443,haki,noun 9/10,,right
10444,haki,noun,,love of truth
10445,shika,fanya,,
10446,haki,noun 9/10,haki,truth
10447,hakika,adverb,,for certain
10448,hakika,adverb,,of course
10449,hakika,adverb,,positively
10450,hakika,adverb,,undoubtedly
10451,hakika,noun,,accuracy
10452,hakika,noun 9/10,hakika,certainty
10453,hakika,noun,,correctness
10454,hakika,noun 9/10,hakika,fact
10455,hakika,noun,,reality
10456,hakika,noun 9/10,hakika,surety
10457,hakika,noun 9/10,hakika,truth
10458,hakiki,verb,,ascertain
10459,hakiki,verb,,check on
10460,hakiki,verb,,criticize
10461,hakiki,verb,,determine the truth
10462,hakiki,verb,,prove
10463,hakiki,verb,,make sure
10464,hakikia,verb,,ask after someone
10465,hakikisha,verb,,ascertain
10466,hakikisha,verb,,attest
10467,hakikisha,verb,,certify
10468,hakikisha,verb,,convince
10469,hakikisha,verb,,find out the truth
10470,hakikisha,verb,,have inquiries made
10471,hakikisha,verb,,prove
10472,hakikisha,verb,,make sure
10473,hakikisha,verb,,verify
10474,hakikisha,verb,,vouch for
10475,hakikisha,verb causative,,affirm
10476,hakikisha,verb causative,,assure
10477,hakikisha,verb causative,,guarantee
10478,hakikishia,verb applicative,,confirm to someone
10479,hakikisho,noun 5/6,mahakikisho,deposition
10480,hakikisho,noun 5/6,mahakikisho,evidence
10481,hakikisho,noun 5/6,mahakikisho,proof
10482,hakikisho,noun 5/6,mahakikisho,testimony
10483,hakimu,noun 5/6,mahakimu,chief
10484,hakimu,noun 5/6,mahakimu,judge
10485,hakimu,noun 5/6,mahakimu,leader
10486,hakiri,verb,,treat with contempt
10487,hakiri,verb,,deprecate
10488,hakiri,verb,,despise
10489,hakiri,verb,,humilate
10490,hakiri,verb,,scorn
10491,hakiri,verb,,vilify
10492,hakirisha,verb,,abuse
10493,hakirisha,verb,,insult
10494,hakirisha,verb,,revile
10495,hakuna,verb,,there are not
10496,hakuna,verb conjugated,,no
10497,hakuna,verb conjugated,,there is not
10498,halafa,noun,,cleavage
10499,halafa,noun 9/10,halafa,difference
10500,halafa,noun,,dissension
10501,halafa,noun,,oath
10502,halafa,noun,,opposition
10503,halafa,noun,,quarrel
10504,halafa,noun,,rupture
10505,halafu,adverb,,afterwards
10506,halafu,adverb,,in future
10507,halafu,adverb,,subsequently
10508,halafu,conjunction,,later
10509,halafu,conjunction,,and then
10510,halaiki,noun 9/10,halaiki,crowd
10511,halali,adjective,,legitimate
10512,halali,adjective,,permitted
10513,halali,adjective,,rightful
10514,halali,adjective,,allowed
10515,halali,adjective,,legal
10516,halali,adjective,,permissible
10517,halali,noun,,lawful (in Islamic context)
10518,halalika,verb,,be lawful
10519,halalika,verb,,be permitted
10520,halalisha,verb,,declare to be lawful
10521,halalisha,verb,,legalize
10522,halalisha,verb,,permit
10523,halan,adverb,,immediately
10524,halan,adverb,,at once
10525,halani,adverb,,immediately
10526,halani,adverb,,at once
10527,halasa,noun,,payment
10528,halasa,noun,,profit (from business)
10529,halasa,noun,,wages (of seamen)
10530,hali,noun 9/10,hali,circumstance
10531,hali,noun 9/10,hali,condition
10532,hali,noun 9/10,,state (of health)
10533,hali,noun 9/10,hali,situation
10534,hali,conjunction,,in any case
10535,kadhalika,adverb,,similarly
10536,kadhalika,phrase,,likewise
10537,hatari,noun 9/10,hali,mergency
10538,hewa,noun 9/10,hali,weather
10539,halifa,noun,,caliph
10540,halifa,noun,,successor
10541,halifu,verb,,bequeath
10542,halifu,verb,,act contrary to
10543,amri,sheria,,
10544,halifu,verb,,disobey
10545,amri,sheria,,
10546,halifu,verb,,infringe
10547,amri,sheria,,
10548,halifu,verb,,leave
10549,halifu,verb,,violate
10550,amri,sheria,,
10551,halifu,adjective,,disobedient
10552,halifu,adjective,,rebellious
10553,halifu,adjective,,seditious
10554,halifu,noun 5/6,mahalifu,insurgent
10555,halifu,noun 5/6,mahalifu,lawbreaker
10556,halifu,noun 5/6,mahalifu,mutineer
10557,halifu,noun 5/6,mahalifu,rebel
10558,halili,noun,,beloved
10559,halili,noun,,distinguished
10560,halili,noun,,esteemed
10561,Halima,noun,,Halima
10562,halisi,verb,,make a profit (from business)
10563,halisi,verb,,receive wages
10564,halisi,adjective,,accurate
10565,halisi,adjective,,definite
10566,halisi,adjective,,exact
10567,halisi,adjective,,genuine
10568,halisi,adjective,,real
10569,halisi,adjective,,true
10570,halisisha,verb,,justify
10571,halisisha,verb,,purify
10572,halitumwa,noun,,halitumwa (variety of sweet potato)
10573,halkumu,noun,,carotid artery
10574,halkumu,noun,,jugular vein
10575,halmashauri,noun 9/10,halmashauri,committee
10576,halmashauri,noun 9/10,halmashauri,council
10577,kuu,noun 9/10,Halmashauri,ommittee
10578,halua,noun,,kind of candy
10579,halua,noun,,turkish delight
10580,halula,noun,,abscess
10581,halula,noun,,quinsy
10582,halula,noun,,swelling of the throat
10583,haluli,noun,,laxative
10584,haluli,noun,,Epsom salts
10585,halwaridi,noun,,attar of roses
10586,halzeti,noun 9/10,halzeti,il
10587,hama,verb,,emigrate
10588,hama,verb,,migrate
10589,hama,verb,,move from a place
10590,hamaji,adjective,,migratory
10591,hamaji,noun 1/2,wahamaji,nomad
10592,hamaji,noun 1/2,wahamaji,tramp
10593,hamaji,noun 1/2,wahamaji,vagrant
10594,hamaji,adjective,,homeless
10595,hamaji,adjective,,unsettled
10596,hamaki,verb,,act heedlessly
10597,hamaki,verb,,become infuriated
10598,hamaki,verb,,suddenly
10599,hamaki,verb,,unexpectedly
10600,hamaki,verb,,become suddenly vexed
10601,hamaki,verb,,get angry suddenly
10602,hamaki,noun 9/10,hamaki,anger
10603,hamaki,noun 9/10,hamaki,fury
10604,hamaki,noun,,inconsiderate act
10605,hamaki,noun,,rash act
10606,hamaki,noun 9/10,hamaki,temper
10607,hamali,noun 5/6,mahamali,burden
10608,hamali,noun 5/6,mahamali,carrier
10609,hamali,noun 5/6,mahamali,freight
10610,hamali,noun 5/6,mahamali,load
10611,hamali,noun 5/6,mahamali,porter
10612,hamamu,noun 9/10,hamamu,aths
10613,hamanika,verb,,be busy
10614,hamanika,verb,,be confused
10615,hamanika,verb,,be dismayed
10616,hamanika,verb,,be excited
10617,hamanika,verb,,be irritated
10618,hamanika,verb,,be troubled
10619,hamanika,adjective,,disconcerted
10620,hamarawi,noun,,rope for attaching a yard
10621,hamasa,noun 9/10,hamasa,eagerness
10622,hamasa,noun 9/10,hamasa,excitement
10623,hamasa,noun 9/10,hamasa,heat
10624,hamdu,noun,,praise
10625,hame,noun 5/6,mahame,village)
10626,hami,verb,,defend
10627,hami,verb,,show favor
10628,hami,verb,,protect
10629,hamia,verb,,move to a place
10630,hamidi,noun,,praise
10631,hamiji,noun 1/2,wahamiji,erson
10632,hamiji,noun 1/2,wahamiji,nomad
10633,hamiji,noun 1/2,wahamiji,pilgrim
10634,hamiji,noun 1/2,wahamiji,vagrant
10635,hamio,noun 5/6,mahamio,emigration
10636,hamio,noun 5/6,mahamio,move
10637,hamio,noun 5/6,mahamio,removal
10638,hamira,noun 9/10,hamira,owder
10639,hamira,noun,,leaven
10640,hamira,noun 9/10,hamira,yeast
10641,hamisha,verb,,banish
10642,hamisha,verb,,expel
10643,hamisha,verb,,move
10644,hamisha,verb,,resettle
10645,hamishia,verb,,move (something) another place
10646,hamishwa,verb,,be moved from a place
10647,hamishwa,verb,,be removed
10648,hamkani,noun 9/10,hamkani,anxiety
10649,hamkani,noun 9/10,hamkani,frenzy
10650,hamkani,noun 9/10,hamkani,tension
10651,hamna,verb conjugated,,there is not
10652,hamsa,noun,,five
10653,hamsauishirini,noun,,twentyfive (kama ishirini na tano)
10654,hamsini,noun 9/10,hamsini,fifty
10655,hamstashara,noun,,fifteen (kama kumi na tano)
10656,hamu,verb,,be alert
10657,hamu,verb,hamu,desire
10658,hamu,verb,,be on one's guard
10659,hamu,verb,,long for
10660,hamu,verb,,desire
10661,hamu,noun,,anxiety
10662,ona,kuwa na hamu,,
10663,hamu,noun,,wish (urgent)
10664,ona,kuwa na hamu,,
10665,hamu,noun 9/10,hamu,longing
10666,hamu,noun 9/10,hamu,yearning
10667,hamumi,noun,,hamumi (kind of smoking tobacco)
10668,hamwa,verb passive,,be deserted
10669,hanamu,adjective,,diagonal
10670,hanamu,adjective,,oblique
10671,hanamu,noun,,bevel
10672,hanamu,noun,,bow
10673,hanamu,noun,,cutwater
10674,hanamu,noun,,diagonal
10675,hanamu,noun,,edge
10676,hanamu,noun,,slant
10677,hanamu,noun,,slope
10678,handaki,noun,,channel
10679,handaki,noun,,ditch
10680,handaki,noun,,sector
10681,handaki,noun 5/6,mahandaki,tunnel
10682,handaki,noun 5/6,mahandaki,trench
10683,hando,noun 5/6,mahando,ater)
10684,hangaika,verb,,be anxious
10685,hangaika,verb,,be busy (with affairs)
10686,hangaika,verb,,be confused
10687,hangaika,verb,,be disconcerted
10688,hangaika,verb,,be distraught
10689,hangaika,verb,,be excited
10690,hangaika,verb,,be impatient
10691,hangaika,verb,,be irresolute
10692,hangaika,verb,,be restless
10693,hangaika,verb,,roam about
10694,hangaika,verb,,rock
10695,hangaika,verb,,suffer
10696,hangaika,verb,,swing
10697,hangaika,verb,,be troubled
10698,hangaika,verb,,be in turmoil
10699,hangaika,verb,,be upset
10700,hangaika,verb,,be worried
10701,hangaiko,noun 5/6,mahangaiko,anxiety
10702,hangaiko,noun 5/6,mahangaiko,commotion
10703,hangaiko,noun 5/6,mahangaiko,excitement
10704,hangaiko,noun 5/6,mahangaiko,noise
10705,hangaiko,noun 5/6,mahangaiko,restlessness
10706,hangaiko,noun 5/6,mahangaiko,worry
10707,hangaisha,verb,,make anxious
10708,hangaisha,verb,,confuse
10709,hangaisha,verb,,worry (someone)
10710,hangue,noun,,bend
10711,hangue,noun,,hook
10712,hani,verb,,comfort
10713,hani,verb,,condole
10714,hani,verb,,show sympathy
10715,hanikiza,verb,,echo
10716,hanikiza,verb,,resound
10717,hanithi,adjective,,shameful
10718,hanithi,noun,,
10719,hanithi,noun,,
10720,hanithi,noun,,
10721,hanjari,noun,,dagger
10722,hanjari,noun,,scimitar
10723,hanziri,noun,,pig
10724,hanzua,noun,,sword dance
10725,hao,pronoun,,those mentioned (already referred to)
10726,hao,pronoun,,those ones
10727,hapa,adverb,,here
10728,hapa,adverb,,to this place
10729,hapana,adverb,,no
10730,hapo,adjective,,that (already mentioned)
10731,hapo,adjective,,there
10732,hapo,adverb,,to that place
10733,hapo,adverb,,then
10734,hapo,adverb,,there
10735,hara,verb,,have diarrhea
10736,kuhara,laxative,,
10737,hara,verb,,evacuate
10738,kuhara,laxative,,
10739,hara,verb,,be terribly frightened (e
10740,hara,verb,,purge
10741,kuhara,laxative,,
10742,hara,noun,,district
10743,hara,noun,,quarter ( of a town)
10744,harabu,adjective,,brutal
10745,harabu,adjective,,destructive
10746,harabu,adjective,,pernicious
10747,harabu,adjective,,violent
10748,harabu,noun,,
10749,harabu,noun,,
10750,harabu,noun,,
10751,haradali,noun,,mustard
10752,haragi,noun 5/6,maharagi,ommunis)
10753,haragwe,noun 5/6,maharagwe,bean
10754,haraja,verb,,spend money recklessly
10755,haraja,noun,,consumption
10756,haraja,noun,,expenditure
10757,haraja,noun,,expense
10758,haraja,noun,,loss
10759,haraja,noun,,outlay
10760,haraka,adjective,,excited
10761,haraka,adjective,,fast
10762,haraka,adjective,,feverish
10763,haraka,adjective,,hurry
10764,haraka,adverb,,quickly
10765,haraka,adverb,,soonest
10766,haraka,adverb,,urgently
10767,haraka,noun,,excitement
10768,haraka,noun,,haste
10769,haraka,noun,,hurry
10770,haraka,noun,,rapidly
10771,haraka,noun,,speed
10772,harakati,noun 9/10,harakati,activity
10773,harakati,noun 9/10,harakati,agitation
10774,harakati,noun 9/10,harakati,effort
10775,harakati,noun 9/10,harakati,excitement
10776,harakati,noun 9/10,harakati,movement
10777,harakati,noun 9/10,harakati,operation
10778,harakati,noun 9/10,harakati,procedure
10779,harakati,noun 9/10,harakati,process
10780,harakati,noun 9/10,harakati,struggle
10781,harakisha,verb,,hurry
10782,harakisha,verb,,hustle
10783,harakisha,verb,,press
10784,harakisha,verb,,urge
10785,harakisha,verb causative,,hurry
10786,haram,noun,,the Pyramids
10787,harambee,noun,,cooperative society (in Kenya)
10788,haramia,noun 5/6,maharamia,bandit
10789,haramia,noun 5/6,maharamia,bandit
10790,haramia,noun 5/6,maharamia,brigand
10791,haramia,noun 5/6,maharamia,outlaw
10792,haramia,noun 5/6,maharamia,pirate
10793,haramia,noun 5/6,maharamia,pirate
10794,haramia,noun 5/6,maharamia,robber
10795,haramu,adjective,,forbidden
10796,haramu,adjective,,illegal
10797,haramu,adjective,,illegitimate
10798,haramu,adjective,,prohibited
10799,haramu,adjective,,prohibited
10800,haramu,adjective,,undesirable
10801,haramu,noun,,avoidance (of something unlawful)
10802,haramu,noun,,prohibition
10803,harara,adjective,,enthusiasm
10804,harara,adjective,,passion
10805,harara,adjective,,zeal
10806,harara,noun,,erythema
10807,harara,noun,,fever
10808,harara,noun 9/10,harara,eat
10809,harara,noun,,heat
10810,harara,noun,,inflammation
10811,harara,noun,,temperature
10812,harara,noun,,warmth
10813,hari,verb,,sweat
10814,hari,noun,,ferver
10815,hari,noun 9/10,hari,heat
10816,hari,noun,,heat
10817,haribia,verb,,appl
10818,haribifu,adverb,,destructive
10819,haribifu,adjective,,destructive
10820,haribifu,adjective,,extravagant
10821,haribifu,adjective,,pernicious
10822,haribifu,adjective,,wasteful
10823,haribika,verb,,be destroyed
10824,haribika,verb,,be rotten
10825,haribika,verb,,be ruined
10826,haribika,verb,,be ruined
10827,haribika,verb,,be spoiled
10828,haribika,verb potential,,be spoiled
10829,haribika,adjective,,dilapidated
10830,haribikiwa,verb applpasspoten,,be utterly ruined
10831,haribisha,verb,,bring misfortune
10832,haribisha,verb,,ruin
10833,haribiwa,verb,,be damaged
10834,haribu,verb,,ruin
10835,haribu,verb,,damage
10836,haribu,verb,,damage
10837,haribu,verb,,demoralize
10838,haribu,verb,,destroy
10839,haribu,verb,,destroy
10840,haribu,verb,,ruin
10841,haribu,verb,,spoil
10842,hariji,verb,,contribute to
10843,hariji,verb,,donate
10844,hariji,verb,,
10845,hariji,verb,,spend (money)
10846,hariji,verb,,
10847,harijia,verb,,be generous
10848,harijia,verb,,spend money on (someone)
10849,harijia,noun,,foreign minister
10850,harimia,verb,,appl
10851,harimisha,verb,,excommunicate
10852,harimisha,verb,,outlaw
10853,harimisha,verb,,declare taboo
10854,harimisha,verb,,pronounce unlawful
10855,harimu,verb,,forbid
10856,harimu,verb,,prohibit
10857,harimu,noun 5/6,maharimu, er
10858,harimu,noun 5/6,maharimu,erson
10859,harimu,noun 5/6,maharimu,hing
10860,harimu,noun 5/6,maharimu,arriage
10861,harimu,noun 5/6,maharimu,hing
10862,hariri,noun 9/10,hariri,silk
10863,harisha,verb,,cause diarrhoea
10864,harisha,verb,,purge
10865,harisho,noun 5/6,maharisho,diarrhea
10866,harisho,noun 5/6,maharisho,strong)
10867,harita,noun,,seeds of the soapberry tree
10868,haro,noun,,harrow
10869,harufu,noun,,aroma
10870,harufu,noun 9/10,harufu,odor
10871,harufu,noun 9/10,harufu,scent
10872,harufu,noun,,scent
10873,harufu,noun 9/10,harufu,smell
10874,harufu,noun,,smell (good or bad)
10875,harusi,noun 9/10,harusi,wedding
10876,hasa,adverb,,completely
10877,hasa,adverb,,especially
10878,hasa,adverb,,especially
10879,hasa,adverb,,exactly
10880,hasa,adverb,,just
10881,hasa,adverb,,very much
10882,hasa,adverb,,wholly
10883,hasa,noun,,castrated man or animal
10884,hasa,noun,,eunuch
10885,hasada,noun,,hasada ( kind of porridge)
10886,hasama,noun,,nose ring
10887,hasamiana,verb reciprocal,,clash
10888,hasamiana,verb reciprocal,,quarrel
10889,hasara,noun 9/10,hasara,damage
10890,hasara,noun,,damage
10891,hasara,noun,,injury
10892,hasara,noun 9/10,hasara,loss
10893,hasara,noun,,loss
10894,hasha,interjection,,certainly not!
10895,hasharati,noun,,dissipation
10896,hasharati,noun 5/6an,mahasharati,erson
10897,hasharati,noun 5/6an,mahasharati,rinker
10898,hasharati,noun,,excess
10899,hasharati,noun,,extravagance
10900,hasharati,noun,,intemperence
10901,hasharati,noun 5/6an,mahasharati,spendthrift
10902,hasharati,noun,,wastefulness
10903,hashiki,noun,,ardor
10904,hashiki,noun,,passion
10905,hasho,noun,mahasho,patch
10906,hasho,noun,mahasho,plug
10907,hasho,noun,mahasho, boat
10908,hasi,verb,,castrate
10909,hasi,verb,,geld
10910,hasidi,verb,,envy
10911,hasidi,verb,,hold a grudge
10912,hasidi,verb,,hate
10913,hasidi,noun,mahasidi,enemy
10914,hasidi,noun,mahasidi,erson
10915,hasidi,noun,,envy
10916,hasidi,noun,mahasidi,erson
10917,hasidi,noun,,ill will
10918,hasimu,noun,mahasima,opponent
10919,hasimu,noun,mahasima,erson
10920,hasimu,noun,mahasima,rival
10921,hasimu,noun,mahasima,peaking
10922,hasimu,noun,mahasima,wrangle
10923,hasira,noun 9/10,hasira,anger
10924,hasira,noun,,anger
10925,pata,wana,,
10926,hasira,noun,,vexation
10927,pata,wana,,
10928,kupanda,verb,,become angry
10929,hasiri,verb,,damage
10930,hasiri,verb,,do harm
10931,hasiri,verb,,injure
10932,hasiri,verb,,wrong
10933,hasiria,verb,,appl
10934,hasirika,verb,,decay
10935,hasirika,verb,,deteriorate
10936,hasiriwa,verb,,be damaged
10937,hasiriwa,verb,,incur loss
10938,hastaili,noun 9/10,hastaili,merit
10939,hastaili,noun 9/10,hastaili,worthiness
10940,yake,phrase,,he deserves it
10941,hasua,noun,,testicles
10942,haswa,adverb,,especially
10943,hata,adjective,,until
10944,hata,adverb,,even
10945,hata,adverb,,up to
10946,hata,adverb,,at all
10947,hata,adverb,,in the least
10948,hata,conjunction,,even if
10949,hata,conjunction,,in order that
10950,hata,conjunction,,so
10951,hata,conjunction,,so that
10952,hata,preposition,,as far as
10953,hata,preposition,,since
10954,hata,preposition,,until
10955,hatamu,noun 9/10,hatamu,bridle
10956,hatamu,noun 9/10,hatamu,overnment)
10957,hatamu,noun 9/10,hatamu,reins
10958,hatari,noun 9/10,hatari,danger
10959,hatari,noun,,risk
10960,hatarisha,verb,,endanger
10961,hatarisha,verb,,imperil
10962,hatarisha,verb,,jeopardize
10963,hatarisha,verb,,risk
10964,hathari,verb,,expose oneself to danger
10965,hati,noun,,blank
10966,hati,noun 9/10,hati,certificate
10967,hati,noun,,document (prepared)
10968,hati,noun,,form
10969,hati,noun 9/10,hati,handwriting
10970,hati,noun 9/10,hati,chit
10971,hati,noun 9/10,hati,document
10972,hati,noun 9/10,hati,writing
10973,hatia,noun 9/10,hatia,crime
10974,hatia,noun,,error
10975,hatia,noun 9/10,hatia,fault
10976,hatia,noun,,gift
10977,hatia,noun,,gratuity
10978,hatia,noun 9/10,hatia,guilt
10979,hatia,noun 9/10,hatia,sin
10980,hatia,noun,,tip
10981,hatia,noun,,transgression
10982,hatia,noun,,violation
10983,hatibu,noun,mahatibu,preacher
10984,hatifu,adjective,,poor
10985,hatima,adverb,,afterwards
10986,hatima,adverb,,finally
10987,hatima,adverb,,later
10988,hatima,adverb,,then
10989,hatima,conjunction,,after
10990,hatima,noun 9/10,hatima,conclusion
10991,hatima,noun 9/10,hatima,end
10992,hatima,noun 9/10,hatima,finish
10993,hatima,noun,,termination
10994,hatimaye,adverb,,finally
10995,hatimaye,adverb,,at last
10996,hatirisha,verb,,endanger
10997,hatua,verb,,take measures
10998,hatua,noun 9/10,hatua,action
10999,hatua,noun,,development
11000,hatua,noun 9/10,hatua,measure
11001,hatua,noun,,opportunity
11002,hatua,noun,,pace
11003,hatua,noun,,possibility
11004,hatua,noun,,progress
11005,hatua,noun 9/10,hatua,rogress)
11006,hatua,noun 9/10,hatua,step
11007,hatua,noun 9/10,hatua,pace
11008,hatua,noun 9/10,hatua,punishment
